"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT16","WT18"
"USC00190736","BLUE HILL COOP, MA US","1972-12-19","0.00","0.0","3.0","37","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-20","0.27","0.5","2.0","37","20",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-21","0.17","0.0","3.0","27","18",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-22","0.90","0.0","2.0","33","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-23","0.20","0.0","2.0","36","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-24","0.01","0.0","2.0","36","31",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-25","0.01","0.0","2.0","39","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-26","0.05","0.0","2.0","38","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-27","0.07","0.0","1.0","38","26",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-28","0.09","1.5","3.0","33","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-29","0.00","0.0","2.0","27","18",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-30","0.23","0.0","2.0","33","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1972-12-31","0.55","0.0","2.0","52","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-01","0.42","0.0","0.0","57","38",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-02","0.00","0.0","0.0","39","24",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-03","0.00","0.0","0.0","34","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-04","0.26","2.9","3.0","38","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-05","0.00","0.0","1.0","37","26",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-06","0.00","0.0","1.0","26","8",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-07","0.00","0.0","1.0","16","4",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-08","0.00","0.0","0.0","13","-2",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-09","0.00","0.0","0.0","16","1",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-10","0.00","0.0","0.0","27","12",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-11","0.00","0.0","0.0","30","13",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-12","0.00","0.0","0.0","24","13",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-13","0.00","0.0","0.0","24","10",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-14","0.00","0.0","0.0","37","17",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-15","0.00","0.0","0.0","38","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-16","0.00","0.0","0.0","45","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-17","0.00","0.0","0.0","55","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-18","0.00","0.0","0.0","62","42",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-19","0.00","0.0","0.0","59","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-20","0.55","1.2","0.0","50","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-21","0.00","0.0","1.0","39","17",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-22","0.45","0.0","0.0","54","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-23","0.35","0.0","0.0","54","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-24","0.00","0.0","0.0","41","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-25","0.00","0.0","0.0","38","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-26","0.00","0.0","0.0","48","31",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-27","0.01","0.0","0.0","45","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-28","0.33","0.5","0.0","37","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-29","1.48","1.5","2.0","36","10",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-30","0.00","0.0","1.0","22","2",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-01-31","0.00","0.0","1.0","20","1",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-01","0.00","0.0","1.0","26","0",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-02","1.82","0.0","1.0","55","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-03","0.08","0.0","0.0","54","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-04","0.00","0.0","0.0","39","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-05","0.00","0.0","0.0","43","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-06","0.00","0.0","0.0","33","24",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-07","0.00","0.0","0.0","33","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-08","0.13","0.0","0.0","39","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-09","0.03","0.0","0.0","35","12",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-10","0.00","0.0","0.0","21","6",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-11","0.00","0.0","0.0","21","11",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-12","0.00","0.0","0.0","22","10",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-13","0.01","0.5","1.0","30","13",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-14","0.00","0.0","0.0","46","20",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-15","0.63","0.5","0.0","38","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-16","0.20","1.5","0.0","31","9",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-17","0.04","0.5","2.0","15","2",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-18","0.00","0.0","2.0","26","0",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-19","0.00","0.0","2.0","37","15",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-20","0.00","0.0","0.0","46","31",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-21","0.00","0.0","0.0","48","34",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-22","0.00","0.0","0.0","40","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-23","0.00","0.0","0.0","38","26",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-24","0.00","0.0","0.0","36","20",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-25","0.00","0.0","0.0","34","17",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-26","0.08","1.0","0.0","33","22",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-27","0.00","0.0","1.0","22","12",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-02-28","0.00","0.0","1.0","35","9",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-01","0.00","0.0","0.0","47","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-02","0.00","0.0","0.0","58","34",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-03","0.00","0.0","0.0","36","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-04","0.55","0.0","0.0","49","35",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-05","0.00","0.0","0.0","44","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-06","0.00","0.0","0.0","43","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-07","0.08","0.0","0.0","41","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-08","0.54","0.0","0.0","59","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-09","0.00","0.0","0.0","52","35",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-10","0.00","0.0","0.0","44","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-11","0.00","0.0","0.0","47","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-12","0.02","0.0","0.0","65","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-13","0.00","0.0","0.0","58","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-14","0.00","0.0","0.0","49","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-15","0.04","0.0","0.0","50","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-16","0.00","0.0","0.0","64","43",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-17","0.75","0.0","0.0","62","42",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-18","0.00","0.0","0.0","42","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-19","0.00","0.0","0.0","47","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-20","0.00","0.0","0.0","39","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-21","0.00","0.0","0.0","36","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-22","0.21","2.0","0.0","33","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-23","0.00","0.0","2.0","49","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-24","0.00","0.0","0.0","61","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-25","0.00","0.0","0.0","63","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-26","0.35","0.0","0.0","47","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-27","0.00","0.0","0.0","40","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-28","0.00","0.0","0.0","42","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-29","0.00","0.0","0.0","49","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-30","0.01","0.0","0.0","50","34",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-03-31","0.04","0.0","0.0","45","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-01","1.37","0.0","0.0","50","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-02","0.70","0.0","0.0","46","38",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-03","0.00","0.0","0.0","42","35",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-04","0.79","0.0","0.0","44","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-05","0.09","0.0","0.0","46","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-06","0.00","0.0","0.0","53","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-07","0.00","0.0","0.0","61","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-08","0.00","0.0","0.0","45","36",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-09","0.00","0.0","0.0","54","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-10","0.86","0.0","0.0","53","34",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-11","0.00","0.0","0.0","40","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-12","0.00","0.0","0.0","45","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-13","0.00","0.0","0.0","44","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-14","0.00","0.0","0.0","54","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-15","0.00","0.0","0.0","66","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-16","0.00","0.0","0.0","76","45",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-17","0.00","0.0","0.0","68","53",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-18","0.21","0.0","0.0","71","58",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-19","0.00","0.0","0.0","75","52",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-20","0.00","0.0","0.0","53","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-21","0.00","0.0","0.0","62","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-22","0.01","0.0","0.0","82","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-23","0.54","0.0","0.0","80","52",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-24","0.00","0.0","0.0","68","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-25","0.00","0.0","0.0","63","46",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-26","0.97","0.0","0.0","51","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-27","0.85","0.0","0.0","54","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-28","0.09","0.0","0.0","63","45",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-29","0.00","0.0","0.0","48","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-04-30","0.00","0.0","0.0","61","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-01","0.00","0.0","0.0","64","42",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-02","0.00","0.0","0.0","73","50",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-03","0.07","0.0","0.0","74","53",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-04","0.00","0.0","0.0","64","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-05","0.00","0.0","0.0","53","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-06","0.00","0.0","0.0","55","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-07","0.00","0.0","0.0","60","42",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-08","0.00","0.0","0.0","66","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-09","0.65","0.0","0.0","55","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-10","0.00","0.0","0.0","70","51",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-11","0.79","0.0","0.0","62","51",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-12","0.00","0.0","0.0","68","45",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-13","0.00","0.0","0.0","66","44",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-14","0.00","0.0","0.0","69","43",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-15","0.25","0.0","0.0","58","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-16","0.29","0.0","0.0","65","44",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-17","0.00","0.0","0.0","66","44",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-18","0.22","0.0","0.0","58","45",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-19","0.00","0.0","0.0","65","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-20","0.86","0.0","0.0","66","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-21","0.21","0.0","0.0","64","49",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-22","0.02","0.0","0.0","60","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-23","0.00","0.0","0.0","71","46",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-24","0.00","0.0","0.0","59","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-25","0.01","0.0","0.0","48","44",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-26","0.00","0.0","0.0","49","42",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-27","0.00","0.0","0.0","61","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-28","0.23","0.0","0.0","63","43",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-29","0.00","0.0","0.0","82","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-30","0.00","0.0","0.0","82","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-05-31","0.18","0.0","0.0","77","57",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-01","0.02","0.0","0.0","79","55",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-02","0.02","0.0","0.0","69","51",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-03","0.00","0.0","0.0","74","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-04","0.00","0.0","0.0","76","52",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-05","0.00","0.0","0.0","75","51",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-06","0.00","0.0","0.0","79","51",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-07","0.00","0.0","0.0","81","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-08","0.00","0.0","0.0","86","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-09","0.27","0.0","0.0","88","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-10","0.00","0.0","0.0","82","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-11","0.00","0.0","0.0","92","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-12","0.01","0.0","0.0","92","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-13","1.04","0.0","0.0","69","61",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-14","0.00","0.0","0.0","78","58",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-15","0.00","0.0","0.0","71","54",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-16","0.02","0.0","0.0","70","49",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-17","0.01","0.0","0.0","65","48",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-18","0.00","0.0","0.0","64","49",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-19","0.00","0.0","0.0","75","55",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-20","0.00","0.0","0.0","79","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-21","0.00","0.0","0.0","82","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-22","0.08","0.0","0.0","79","65",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-23","0.00","0.0","0.0","76","61",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-24","0.00","0.0","0.0","80","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-25","0.00","0.0","0.0","73","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-26","0.76","0.0","0.0","68","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-27","0.54","0.0","0.0","70","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-28","0.09","0.0","0.0","79","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-29","1.47","0.0","0.0","76","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-06-30","1.47","0.0","0.0","73","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-01","0.05","0.0","0.0","80","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-02","0.00","0.0","0.0","84","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-03","0.00","0.0","0.0","82","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-04","0.12","0.0","0.0","77","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-05","0.62","0.0","0.0","75","65",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-06","0.00","0.0","0.0","82","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-07","0.00","0.0","0.0","85","61",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-08","0.00","0.0","0.0","91","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-09","0.00","0.0","0.0","92","70",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-10","0.00","0.0","0.0","81","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-11","1.03","0.0","0.0","79","58",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-12","0.09","0.0","0.0","68","53",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-13","0.00","0.0","0.0","78","52",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-14","0.11","0.0","0.0","89","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-15","0.45","0.0","0.0","69","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-16","0.00","0.0","0.0","74","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-17","0.00","0.0","0.0","74","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-18","0.00","0.0","0.0","74","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-19","0.00","0.0","0.0","85","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-20","0.00","0.0","0.0","83","67",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-21","0.49","0.0","0.0","70","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-22","0.00","0.0","0.0","78","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-23","0.00","0.0","0.0","75","61",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-24","0.00","0.0","0.0","84","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-25","0.00","0.0","0.0","87","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-26","0.01","0.0","0.0","71","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-27","0.00","0.0","0.0","79","67",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-28","0.00","0.0","0.0","84","70",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-29","1.33","0.0","0.0","78","67",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-30","0.00","0.0","0.0","81","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-07-31","0.00","0.0","0.0","74","64",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-01","0.58","0.0","0.0","77","65",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-02","0.45","0.0","0.0","76","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-03","0.21","0.0","0.0","82","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-04","0.00","0.0","0.0","85","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-05","0.00","0.0","0.0","84","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-06","0.00","0.0","0.0","85","65",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-07","0.00","0.0","0.0","88","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-08","0.00","0.0","0.0","86","66",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-09","0.00","0.0","0.0","89","69",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-10","0.01","0.0","0.0","92","71",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-11","1.30","0.0","0.0","87","70",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-12","0.00","0.0","0.0","84","68",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-13","0.00","0.0","0.0","81","63",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-14","0.00","0.0","0.0","73","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-15","1.31","0.0","0.0","63","61",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-16","0.00","0.0","0.0","72","60",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-17","0.00","0.0","0.0","79","59",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-18","0.00","0.0","0.0","80","62",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1973-08-19","0.00","0.0","0.0","73","60",,,,,,,,,,,,
