Season,Game,Team,Pd1,Pd2,Pd3,OT,SO Win,Total
2009,20894,BUF,1,0,1,0,0,2
2009,20895,PHI,0,1,3,0,0,4
2009,20895,WSH,1,1,0,0,0,2
2009,20896,ATL,3,1,0,0,0,4
2009,20896,COL,1,1,1,0,0,3
2009,20897,MTL,1,1,1,0,0,3
2009,20897,VAN,0,0,0,0,0,0
2009,20898,CAR,1,1,0,0,0,2
2009,20898,OTT,3,1,0,0,0,4
2009,20899,CHI,0,3,0,0,0,3
2009,20899,NSH,0,1,4,0,0,5
2009,20900,LAK,0,1,0,0,1,2
2009,20900,MIN,0,1,0,0,0,1
2009,20901,PHX,1,0,0,0,0,1
2009,20901,STL,0,2,0,0,0,2
2009,20902,CGY,1,2,1,0,0,4
2009,20902,CBJ,1,0,0,0,0,1
2009,20903,EDM,2,1,2,0,0,5
2009,20903,TBL,0,2,1,0,0,3
2009,20904,LAK,0,0,0,0,0,0
2009,20904,PHI,0,1,1,0,0,2
2009,20905,NYR,0,1,0,0,0,1
2009,20905,TOR,0,0,1,0,1,2
2009,20906,NYI,0,0,0,0,0,0
2009,20906,PIT,0,0,1,0,0,1
2009,20907,DET,2,1,1,0,0,4
2009,20907,SJS,0,1,0,0,0,1
2009,20908,ANA,0,0,0,0,0,0
2009,20908,BOS,1,4,1,0,0,6
2009,20909,COL,0,0,0,0,0,0
2009,20909,NJD,1,1,2,0,0,4
2009,20910,NYI,0,1,3,0,0,4
2009,20910,TOR,1,1,2,0,1,5
2009,20911,FLA,0,0,2,0,0,2
2009,20911,NYR,1,0,0,0,0,1
2009,20912,ATL,1,1,1,0,0,3
2009,20912,WSH,2,1,1,0,0,4
2009,20913,BUF,0,1,0,0,0,1
2009,20913,CAR,0,0,1,0,1,2
2009,20914,OTT,1,0,0,0,0,1
2009,20914,SJS,0,2,0,0,0,2
2009,20915,NSH,1,1,2,0,0,4
2009,20915,PHX,0,1,0,0,0,1
2009,20916,DAL,1,0,0,0,0,1
2009,20916,STL,1,0,2,0,0,3
2009,20917,CBJ,0,0,1,0,0,1
2009,20917,EDM,0,0,0,0,0,0
2009,20918,MTL,3,0,0,1,0,4
2009,20918,PHI,2,1,0,0,0,3
2009,20919,DET,0,1,1,0,0,2
2009,20919,LAK,0,0,1,0,0,1
2009,20920,CHI,1,1,2,0,0,4
2009,20920,PIT,2,2,0,1,0,5
2009,20921,CGY,0,3,1,0,0,4
2009,20921,MIN,0,0,1,0,0,1
2009,20922,TBL,0,1,0,0,0,1
2009,20922,VAN,1,0,1,0,0,2
2009,20923,BOS,1,1,1,0,0,3
2009,20923,WSH,1,1,1,1,0,4
2009,20924,FLA,0,1,1,0,0,2
2009,20924,NJD,2,4,1,0,0,7
2009,20925,ANA,2,0,2,0,0,4
2009,20925,DAL,0,2,1,0,0,3
2009,20926,MTL,3,0,0,0,0,3
2009,20926,SJS,0,2,0,0,0,2
2009,20927,OTT,0,2,1,0,0,3
2009,20927,TOR,2,0,1,1,0,4
2009,20928,BUF,0,0,0,0,0,0
2009,20928,NYI,0,1,1,0,0,2
2009,20929,COL,0,1,0,0,0,1
2009,20929,NYR,4,1,1,0,0,6
2009,20930,ATL,0,1,4,0,0,5
2009,20930,CAR,2,0,1,0,0,3
2009,20931,DET,0,0,0,0,0,0
2009,20931,NSH,5,1,2,0,0,8
2009,20932,PHX,0,0,1,0,0,1
2009,20932,STL,0,1,2,0,0,3
2009,20933,EDM,1,2,0,0,0,3
2009,20933,MIN,2,0,0,0,0,2
2009,20934,NJD,1,1,1,0,0,3
2009,20934,PHI,0,0,0,0,0,0
2009,20935,FLA,4,1,1,0,0,6
2009,20935,WSH,1,0,1,0,0,2
2009,20936,CHI,3,0,1,0,0,4
2009,20936,LAK,2,0,0,0,0,2
2009,20937,DAL,0,0,1,0,0,1
2009,20937,PIT,2,2,0,0,0,4
2009,20938,CGY,1,3,2,0,0,6
2009,20938,TBL,1,4,3,0,0,8
2009,20939,CBJ,0,0,1,0,0,1
2009,20939,VAN,1,1,1,0,0,3
2009,20940,COL,0,1,1,0,0,2
2009,20940,NYI,1,2,1,0,0,4
2009,20941,BOS,1,0,1,0,0,2
2009,20941,PHI,0,1,3,0,0,4
2009,20942,CAR,1,4,0,0,0,5
2009,20942,WSH,0,1,1,0,0,2
2009,20943,ATL,2,0,1,0,0,3
2009,20943,FLA,1,3,0,0,0,4
2009,20944,CBJ,2,2,1,0,0,5
2009,20944,LAK,1,3,0,0,0,4
2009,20945,NJD,1,0,1,1,0,3
2009,20945,TOR,0,0,2,0,0,2
2009,20946,CGY,3,1,2,0,0,6
2009,20946,OTT,2,0,1,0,0,3
2009,20947,PIT,2,1,0,0,0,3
2009,20947,TBL,1,0,0,0,0,1
2009,20948,EDM,2,0,3,0,0,5
2009,20948,NSH,2,1,2,1,0,6
2009,20949,ANA,0,2,0,0,0,2
2009,20949,CHI,2,0,0,1,0,3
2009,20950,DET,1,1,3,0,0,5
2009,20950,STL,0,0,0,0,0,0
2009,20951,MIN,2,0,0,0,0,2
2009,20951,VAN,1,2,1,0,0,4
2009,20952,DAL,1,1,2,0,0,4
2009,20952,SJS,1,0,0,0,0,1
2009,20953,BUF,1,2,2,0,0,5
2009,20953,MTL,0,0,1,0,0,1
2009,20954,COL,1,0,1,0,0,2
2009,20954,DET,1,2,0,0,0,3
2009,20955,BOS,1,0,0,0,0,1
2009,20955,PHX,1,1,0,0,0,2
2009,20956,NYI,0,1,1,0,0,2
2009,20956,NYR,1,1,2,0,0,4
2009,20957,CGY,4,0,1,0,0,5
2009,20957,PHI,0,0,1,0,0,1
2009,20958,TOR,0,0,2,0,0,2
2009,20958,WSH,0,0,1,0,0,1
2009,20959,EDM,0,1,1,0,0,2
2009,20959,OTT,1,2,1,0,0,4
2009,20960,FLA,0,1,0,0,0,1
2009,20960,PIT,0,1,3,0,0,4
2009,20961,CBJ,0,2,0,0,0,2
2009,20961,NSH,0,3,1,0,0,4
2009,20962,DAL,0,4,0,0,0,4
2009,20962,LAK,0,2,2,1,0,5
2009,20963,MIN,0,2,1,1,0,4
2009,20963,SJS,2,1,0,0,0,3
2009,20964,CGY,0,0,1,0,0,1
2009,20964,CAR,3,2,1,0,0,6
2009,20965,BUF,2,1,2,0,0,5
2009,20965,PHX,0,0,1,0,0,1
2009,20966,ATL,1,0,1,0,0,2
2009,20966,MTL,0,0,0,0,0,0
2009,20967,STL,0,2,1,1,0,4
2009,20967,TBL,0,0,3,0,0,3
2009,20968,ANA,0,0,2,0,0,2
2009,20968,DAL,1,1,1,0,0,3
2009,20969,BOS,1,2,2,0,0,5
2009,20969,CHI,0,1,2,0,0,3
2009,20970,NJD,0,2,1,0,0,3
2009,20970,NYI,3,3,1,0,0,7
2009,20971,LAK,2,2,0,0,0,4
2009,20971,MIN,2,0,1,0,0,3
2009,20972,EDM,0,3,1,0,0,4
2009,20972,TOR,0,1,0,0,0,1
2009,20973,BUF,1,1,1,0,0,3
2009,20973,OTT,1,2,3,0,0,6
2009,20974,NSH,0,0,1,0,0,1
2009,20974,PHI,0,2,2,0,0,4
2009,20975,FLA,2,2,1,0,0,5
2009,20975,STL,0,2,1,0,0,3
2009,20976,CBJ,2,2,4,0,0,8
2009,20976,DET,0,1,1,0,0,2
2009,20977,CAR,3,6,0,0,0,9
2009,20977,TBL,1,0,2,0,0,3
2009,20978,SJS,0,1,0,0,0,1
2009,20978,VAN,2,0,1,0,0,3
2009,20979,NYI,0,3,0,0,0,3
2009,20979,PHX,1,0,1,0,0,2
2009,20980,BOS,0,1,2,0,0,3
2009,20980,NYR,0,3,1,0,0,4
2009,20981,PIT,1,2,0,0,1,4
2009,20981,WSH,1,0,2,0,0,3
2009,20982,ATL,2,1,2,0,0,5
2009,20982,CGY,1,0,1,0,0,2
2009,20983,CHI,0,1,0,0,0,1
2009,20983,COL,2,2,1,0,0,5
2009,20984,MTL,0,2,1,0,0,3
2009,20984,DAL,1,0,0,0,0,1
2009,20985,ANA,0,1,1,0,0,2
2009,20985,MIN,1,1,1,0,0,3
2009,20986,CAR,0,1,2,0,0,3
2009,20986,NYR,0,0,0,0,0,0
2009,20987,OTT,0,2,0,0,0,2
2009,20987,TOR,1,0,0,0,0,1
2009,20988,LAK,2,1,0,0,0,3
2009,20988,VAN,0,1,1,0,0,2
2009,20989,CGY,1,0,1,0,0,2
2009,20989,NJD,0,2,1,0,0,3
2009,20990,BUF,1,0,1,0,0,2
2009,20990,PHI,1,0,4,0,0,5
2009,20991,BOS,0,0,0,0,0,0
2009,20991,CBJ,0,0,2,0,0,2
2009,20992,NYI,2,0,0,0,0,2
2009,20992,TOR,1,0,1,1,0,3
2009,20993,MTL,1,1,1,1,0,4
2009,20993,EDM,0,3,0,0,0,3
2009,20994,FLA,0,3,0,0,0,3
2009,20994,PIT,1,0,2,0,1,4
2009,20995,DET,1,0,1,1,0,3
2009,20995,PHX,1,0,1,0,0,2
2009,20996,NSH,1,0,0,0,0,1
2009,20996,WSH,0,1,0,1,0,2
2009,20997,MIN,0,1,3,0,0,4
2009,20997,SJS,2,1,1,1,0,5
2009,20998,DAL,0,2,0,0,0,2
2009,20998,STL,3,2,0,0,0,5
2009,20999,ATL,0,2,1,0,0,3
2009,20999,COL,0,0,0,0,0,0
2009,21000,OTT,1,1,0,1,0,3
2009,21000,TBL,1,1,0,0,0,2
2009,21001,CAR,1,0,1,0,0,2
2009,21001,CHI,0,1,1,0,1,3
2009,21002,ANA,1,2,0,1,0,4
2009,21002,VAN,0,2,1,0,0,3
2009,21003,BOS,3,0,2,0,0,5
2009,21003,OTT,1,0,2,0,0,3
2009,21004,BUF,2,0,1,0,0,3
2009,21004,FLA,1,0,0,0,0,1
2009,21005,NJD,2,2,1,0,0,5
2009,21005,PHX,1,0,1,0,0,2
2009,21006,PHI,0,1,0,0,0,1
2009,21006,WSH,1,1,0,0,0,2
2009,21007,CBJ,1,1,1,0,1,4
2009,21007,PIT,0,0,3,0,0,3
2009,21008,TBL,0,2,2,0,0,4
2009,21008,TOR,1,0,0,0,0,1
2009,21009,MTL,1,0,1,0,0,2
2009,21009,NYI,1,0,1,1,0,3
2009,21010,CGY,1,1,3,0,1,6
2009,21010,DET,2,2,1,0,0,5
2009,21011,NSH,2,0,0,0,0,2
2009,21011,NYR,1,2,1,0,0,4
2009,21012,SJS,1,0,0,0,0,1
2009,21012,STL,1,1,1,0,0,3
2009,21013,CAR,1,0,1,0,0,2
2009,21013,DAL,0,3,0,0,0,3
2009,21014,COL,0,1,0,0,1,2
2009,21014,MIN,1,0,0,0,0,1
2009,21015,ATL,2,1,0,1,0,4
2009,21015,EDM,1,2,0,0,0,3
2009,21016,CHI,0,2,1,0,0,3
2009,21016,CBJ,2,1,2,0,0,5
2009,21017,LAK,0,0,2,0,0,2
2009,21017,VAN,2,0,2,0,0,4
2009,21018,BOS,2,0,0,0,0,2
2009,21018,NYI,0,1,0,0,0,1
2009,21019,NYR,1,0,1,0,0,2
2009,21019,PHI,1,1,2,0,0,4
2009,21020,DET,0,4,1,0,0,5
2009,21020,STL,1,1,0,0,0,2
2009,21021,OTT,1,0,2,0,1,4
2009,21021,PIT,1,2,0,0,0,3
2009,21022,ATL,1,0,2,0,1,4
2009,21022,BUF,0,3,0,0,0,3
2009,21023,CGY,3,1,2,0,0,6
2009,21023,TOR,3,2,3,0,0,8
2009,21024,MTL,1,0,0,0,0,1
2009,21024,NJD,2,0,1,0,0,3
2009,21025,CAR,1,2,1,0,0,4
2009,21025,WSH,2,2,0,0,1,5
2009,21026,FLA,1,1,1,0,0,3
2009,21026,TBL,0,1,2,0,1,4
2009,21027,DAL,1,1,0,1,0,3
2009,21027,MIN,0,2,0,0,0,2
2009,21028,COL,1,0,1,1,0,3
2009,21028,EDM,1,0,1,0,0,2
2009,21029,NSH,0,1,1,0,0,2
2009,21029,PHX,0,0,0,0,0,0
2009,21030,LAK,0,1,0,0,0,1
2009,21030,SJS,1,0,0,0,1,2
2009,21031,NYR,1,1,2,0,0,4
2009,21031,PHI,0,1,0,0,0,1
2009,21032,BOS,2,1,1,0,0,4
2009,21032,PIT,2,0,4,0,0,6
2009,21033,CHI,0,1,1,0,0,2
2009,21033,NYI,0,3,1,0,0,4
2009,21034,CBJ,0,0,0,0,0,0
2009,21034,DET,2,1,1,0,0,4
2009,21035,MIN,0,1,2,0,0,3
2009,21035,STL,1,3,1,0,0,5
2009,21036,ANA,0,0,0,0,0,0
2009,21036,SJS,0,1,0,0,0,1
2009,21037,COL,0,1,1,0,0,2
2009,21037,VAN,3,0,1,0,0,4
2009,21038,ATL,2,2,1,0,0,5
2009,21038,WSH,0,0,1,0,0,1
2009,21039,LAK,1,1,1,0,0,3
2009,21039,NSH,1,2,1,0,0,4
2009,21040,CHI,0,1,1,0,0,2
2009,21040,NJD,2,1,0,0,0,3
2009,21041,MTL,0,1,2,0,0,3
2009,21041,NYR,0,1,2,0,1,4
2009,21042,BUF,2,0,0,0,0,2
2009,21042,OTT,0,2,2,0,0,4
2009,21043,ATL,1,1,0,0,0,2
2009,21043,PIT,2,3,1,0,0,6
2009,21044,TBL,1,2,0,0,0,3
2009,21044,TOR,0,1,2,0,1,4
2009,21045,FLA,0,0,0,0,0,0
2009,21045,WSH,0,1,2,0,0,3
2009,21046,DET,0,1,2,0,0,3
2009,21046,PHI,1,1,0,0,0,2
2009,21047,COL,0,2,0,0,0,2
2009,21047,MIN,0,1,1,0,1,3
2009,21048,EDM,1,0,0,0,1,2
2009,21048,STL,0,1,0,0,0,1
2009,21049,DAL,1,0,1,0,0,2
2009,21049,VAN,1,2,1,0,0,4
2009,21050,PHX,3,0,1,0,0,4
2009,21050,SJS,0,1,2,0,0,3
2009,21051,CAR,1,2,1,0,0,4
2009,21051,NJD,0,1,1,0,0,2
2009,21052,CHI,2,1,0,0,0,3
2009,21052,CBJ,2,1,0,1,0,4
2009,21053,CGY,0,1,1,0,0,2
2009,21053,DAL,0,1,0,0,0,1
2009,21054,ANA,1,1,1,1,0,4
2009,21054,NSH,1,1,1,0,0,3
2009,21055,BOS,1,1,0,0,0,2
2009,21055,LAK,0,0,2,1,0,3
2009,21056,MTL,1,3,0,0,0,4
2009,21056,OTT,3,2,0,0,0,5
2009,21057,TBL,1,1,0,0,0,2
2009,21057,WSH,2,0,3,0,0,5
2009,21058,FLA,1,2,0,0,0,3
2009,21058,TOR,1,0,0,0,0,1
2009,21059,COL,1,0,0,0,0,1
2009,21059,EDM,2,2,4,0,0,8
2009,21060,STL,0,0,0,0,0,0
2009,21060,VAN,0,1,2,0,0,3
2009,21061,ANA,1,0,1,0,1,3
2009,21061,PHX,1,0,1,0,0,2
2009,21062,NSH,2,0,0,0,0,2
2009,21062,SJS,2,0,0,0,1,3
2009,21063,MIN,0,0,0,0,0,0
2009,21063,NJD,0,3,1,0,0,4
2009,21064,CAR,2,1,2,0,0,5
2009,21064,NYI,0,4,0,0,0,4
2009,21065,BUF,0,3,1,0,0,4
2009,21065,PHI,1,3,2,0,0,6
2009,21066,LAK,0,0,1,0,0,1
2009,21066,PIT,2,2,0,0,0,4
2009,21067,ATL,0,0,3,0,0,3
2009,21067,DET,1,2,3,0,0,6
2009,21068,CHI,2,1,1,0,0,4
2009,21068,EDM,2,2,0,0,1,5
2009,21069,CGY,0,2,0,0,0,2
2009,21069,STL,1,0,2,0,0,3
2009,21070,DAL,1,0,1,0,0,2
2009,21070,SJS,2,2,1,0,0,5
2009,21071,MTL,0,2,0,0,0,2
2009,21071,TOR,2,2,1,0,0,5
2009,21072,NYI,0,0,2,0,0,2
2009,21072,OTT,0,4,1,0,0,5
2009,21073,BUF,0,1,2,0,0,3
2009,21073,NYR,1,3,1,0,0,5
2009,21074,CAR,0,1,3,0,0,4
2009,21074,WSH,0,1,0,0,0,1
2009,21075,CBJ,0,0,3,0,0,3
2009,21075,FLA,1,0,0,0,0,1
2009,21076,ATL,2,1,0,0,1,4
2009,21076,TBL,0,3,0,0,0,3
2009,21077,PHX,0,0,0,0,0,0
2009,21077,VAN,0,0,0,0,0,0
2009,21078,BOS,1,3,0,0,0,4
2009,21078,NJD,0,1,0,0,0,1
2009,21079,PHI,1,1,1,0,0,3
2009,21079,PIT,0,0,1,0,0,1
2009,21080,CHI,1,1,2,0,0,4
2009,21080,LAK,0,0,1,0,0,1
2009,21081,EDM,0,0,0,0,0,0
2009,21081,MIN,0,1,2,0,0,3
2009,21082,NYR,1,0,0,0,0,1
2009,21082,OTT,0,1,1,0,0,2
2009,21083,ANA,2,1,3,0,0,6
2009,21083,PHX,0,2,0,0,0,2
2009,21084,COL,0,1,0,0,0,1
2009,21084,SJS,0,2,1,0,0,3
2009,21085,NJD,1,1,0,0,0,2
2009,21085,PHI,1,1,2,0,0,4
2009,21086,CAR,1,1,0,1,0,3
2009,21086,FLA,1,0,1,0,0,2
2009,21087,CGY,1,2,2,0,0,5
2009,21087,DET,0,1,2,0,0,3
2009,21088,TOR,0,1,1,0,1,3
2009,21088,WSH,0,1,1,0,0,2
2009,21089,MIN,0,1,0,0,0,1
2009,21089,NYR,1,1,0,0,0,2
2009,21090,ATL,1,1,1,0,0,3
2009,21090,MTL,1,4,1,0,0,6
2009,21091,CBJ,0,0,1,0,0,1
2009,21091,TBL,0,0,1,1,0,2
2009,21092,ANA,0,1,0,0,1,2
2009,21092,NSH,0,0,1,0,0,1
2009,21093,LAK,0,0,0,0,0,0
2009,21093,STL,0,0,2,0,0,2
2009,21094,DAL,1,0,1,0,0,2
2009,21094,VAN,2,1,2,0,0,5
2009,21095,DET,0,0,3,0,0,3
2009,21095,EDM,1,0,1,0,0,2
2009,21096,BUF,1,0,4,0,0,5
2009,21096,FLA,1,1,1,0,0,3
2009,21097,MIN,2,1,3,0,0,6
2009,21097,NYI,1,0,1,0,0,2
2009,21098,CAR,0,0,2,0,0,2
2009,21098,OTT,0,0,1,0,0,1
2009,21099,CGY,0,0,0,0,0,0
2009,21099,PIT,1,0,1,0,0,2
2009,21100,CHI,3,1,1,0,1,6
2009,21100,SJS,1,2,2,0,0,5
2009,21101,ANA,3,4,0,0,0,7
2009,21101,COL,0,1,1,0,0,2
2009,21102,FLA,1,1,2,0,0,4
2009,21102,PHI,0,2,0,0,0,2
2009,21103,ATL,0,2,2,0,1,5
2009,21103,NYR,1,3,0,0,0,4
2009,21104,CGY,0,0,0,0,0,0
2009,21104,CBJ,2,2,1,0,0,5
2009,21105,MTL,1,0,1,1,0,3
2009,21105,TBL,0,0,2,0,0,2
2009,21106,NSH,0,3,0,0,0,3
2009,21106,SJS,1,1,0,0,0,2
2009,21107,STL,0,2,2,0,0,4
2009,21107,VAN,1,1,0,0,0,2
2009,21108,DAL,0,0,0,0,0,0
2009,21108,LAK,0,0,0,0,1,1
2009,21109,EDM,0,0,2,0,0,2
2009,21109,PHX,1,2,0,0,0,3
2009,21110,TBL,1,1,1,0,0,3
2009,21110,WSH,3,0,2,0,0,5
2009,21111,BUF,2,2,1,0,0,5
2009,21111,TOR,0,1,2,0,0,3
2009,21112,DET,0,0,0,0,0,0
2009,21112,NYI,0,2,0,0,0,2
2009,21113,CHI,1,1,0,1,0,3
2009,21113,NJD,2,0,0,0,0,2
2009,21114,COL,1,0,0,0,0,1
2009,21114,VAN,0,1,3,0,0,4
2009,21115,ANA,1,1,1,0,0,3
2009,21115,EDM,2,2,1,0,0,5
2009,21116,NYR,2,1,0,0,0,3
2009,21116,PIT,2,1,1,0,0,4
2009,21117,BOS,3,4,0,0,0,7
2009,21117,TOR,3,1,1,0,0,5
2009,21118,BUF,1,1,1,0,1,4
2009,21118,MTL,0,3,0,0,0,3
2009,21119,CAR,0,0,2,0,0,2
2009,21119,NJD,1,0,0,0,0,1
2009,21120,NYI,1,1,1,0,0,3
2009,21120,PHI,0,0,3,0,1,4
2009,21121,ATL,2,3,1,0,0,6
2009,21121,OTT,2,0,1,0,0,3
2009,21122,LAK,1,1,1,0,0,3
2009,21122,NSH,1,0,2,1,0,4
2009,21123,DAL,1,1,1,0,0,3
2009,21123,FLA,0,3,3,0,0,6
2009,21124,CBJ,1,0,2,0,0,3
2009,21124,STL,2,1,0,0,1,4
2009,21125,CGY,2,1,0,0,0,3
2009,21125,MIN,1,1,0,0,0,2
2009,21126,PHX,0,2,0,0,0,2
2009,21126,SJS,0,2,1,0,0,3
2009,21127,DET,1,1,1,0,0,3
2009,21127,NSH,1,0,3,0,0,4
2009,21128,CBJ,0,1,1,0,0,2
2009,21128,STL,1,1,3,0,0,5
2009,21129,OTT,2,0,1,0,0,3
2009,21129,TBL,0,0,0,0,0,0
2009,21130,BOS,3,0,1,0,0,4
2009,21130,PHI,1,1,1,0,0,3
2009,21131,CHI,0,0,0,0,0,0
2009,21131,VAN,1,1,2,0,0,4
2009,21132,EDM,0,0,2,0,0,2
2009,21132,MIN,2,0,1,0,0,3
2009,21133,ANA,1,1,2,0,0,4
2009,21133,COL,1,0,0,0,0,1
2009,21134,NJD,0,0,0,0,0,0
2009,21134,NYR,0,3,0,0,0,3
2009,21135,CGY,1,0,0,0,0,1
2009,21135,SJS,1,1,0,0,0,2
2009,21136,DAL,1,2,2,0,0,5
2009,21136,PHX,2,2,1,1,0,6
2009,21137,BOS,1,2,0,0,0,3
2009,21137,TBL,0,0,1,0,0,1
2009,21138,CBJ,1,0,1,0,0,2
2009,21138,NSH,1,0,0,0,0,1
2009,21139,MTL,1,2,1,0,0,4
2009,21139,CHI,0,0,1,0,0,1
2009,21140,FLA,0,3,2,0,0,5
2009,21140,OTT,0,1,1,0,0,2
2009,21141,MIN,0,0,1,0,0,1
2009,21141,VAN,0,1,0,1,0,2
2009,21142,ANA,1,3,1,0,0,5
2009,21142,EDM,1,0,2,0,0,3
2009,21143,DAL,1,2,0,0,0,3
2009,21143,LAK,1,0,1,0,0,2
2009,21144,NYI,1,1,1,0,0,3
2009,21144,WSH,0,2,3,0,0,5
2009,21145,ATL,1,1,0,1,0,3
2009,21145,BUF,1,1,0,0,0,2
2009,21146,PHI,1,0,1,0,0,2
2009,21146,TOR,1,2,0,0,0,3
2009,21147,NJD,1,0,0,0,0,1
2009,21147,PIT,3,2,1,0,0,6
2009,21148,CHI,2,0,1,0,0,3
2009,21148,STL,0,0,1,0,0,1
2009,21149,COL,0,0,0,0,0,0
2009,21149,PHX,1,0,2,0,0,3
2009,21150,BOS,0,1,1,0,0,2
2009,21150,OTT,1,0,0,0,0,1
2009,21151,MTL,2,2,1,0,0,5
2009,21151,NYI,0,1,0,0,0,1
2009,21152,CAR,1,1,2,0,0,4
2009,21152,NYR,1,1,0,0,0,2
2009,21153,DET,0,1,3,0,0,4
2009,21153,STL,0,2,3,0,0,5
2009,21154,CGY,1,1,0,0,0,2
2009,21154,DAL,1,0,0,0,0,1
2009,21155,EDM,0,1,0,0,0,1
2009,21155,SJS,1,1,0,0,0,2
2009,21156,ANA,2,3,0,0,1,6
2009,21156,VAN,2,3,0,0,0,5
2009,21157,LAK,1,0,0,0,0,1
2009,21157,PHX,0,0,2,0,0,2
2009,21158,NJD,0,3,1,1,0,5
2009,21158,TBL,1,1,2,0,0,4
2009,21159,PHI,5,1,2,0,0,8
2009,21159,TOR,0,3,2,0,0,5
2009,21160,BUF,2,1,1,1,0,5
2009,21160,WSH,1,3,0,0,0,4
2009,21161,ATL,0,1,2,0,0,3
2009,21161,FLA,0,1,0,0,0,1
2009,21162,CGY,0,0,0,0,0,0
2009,21162,MIN,3,0,1,0,0,4
2009,21163,CHI,1,1,1,0,0,3
2009,21163,NSH,1,0,0,0,0,1
2009,21164,BOS,1,0,0,0,0,1
2009,21164,NYR,0,0,0,0,0,0
2009,21165,BUF,0,0,2,0,0,2
2009,21165,NJD,2,1,0,0,0,3
2009,21166,MTL,2,2,2,0,0,6
2009,21166,TOR,0,0,2,0,0,2
2009,21167,OTT,1,1,1,0,1,4
2009,21167,PHI,0,2,1,0,0,3
2009,21168,NYI,1,1,1,0,0,3
2009,21168,TBL,0,1,0,0,0,1
2009,21169,CAR,1,1,0,1,0,3
2009,21169,PIT,1,0,1,0,0,2
2009,21170,CBJ,2,1,1,0,0,4
2009,21170,NSH,1,2,1,0,1,5
2009,21171,DAL,1,1,2,1,0,5
2009,21171,STL,0,3,1,0,0,4
2009,21172,EDM,1,1,3,0,0,5
2009,21172,VAN,0,0,3,0,0,3
2009,21173,ANA,2,2,1,0,0,5
2009,21173,SJS,1,1,0,0,0,2
2009,21174,LAK,2,1,3,0,0,6
2009,21174,PHX,0,1,0,0,0,1
2009,21175,ATL,1,2,1,0,0,4
2009,21175,WSH,1,1,4,0,0,6
2009,21176,FLA,2,1,1,0,0,4
2009,21176,PIT,1,0,1,0,0,2
2009,21177,DET,2,0,1,0,0,3
2009,21177,MIN,1,1,0,0,0,2
2009,21178,CHI,0,0,0,1,0,1
2009,21178,CBJ,0,0,0,0,0,0
2009,21179,ANA,1,1,0,0,0,2
2009,21179,SJS,0,2,1,0,0,3
2009,21180,COL,1,1,2,0,0,4
2009,21180,VAN,0,0,1,0,0,1
2009,21181,BUF,0,0,1,0,0,1
2009,21181,DET,0,1,3,0,0,4
2009,21182,MTL,0,2,0,0,0,2
2009,21182,OTT,0,1,2,0,0,3
2009,21183,CGY,0,2,2,0,0,4
2009,21183,LAK,0,1,0,0,0,1
2009,21184,NJD,0,1,0,0,0,1
2009,21184,TOR,3,0,1,0,0,4
2009,21185,MTL,1,0,0,0,0,1
2009,21185,NYR,1,2,0,0,0,3
2009,21186,FLA,0,1,0,0,0,1
2009,21186,PHI,0,1,1,0,0,2
2009,21187,CAR,3,3,3,0,0,9
2009,21187,NYI,0,0,0,0,0,0
2009,21188,ATL,1,1,0,0,0,2
2009,21188,WSH,3,0,1,0,0,4
2009,21189,BOS,0,2,0,0,0,2
2009,21189,OTT,2,1,0,0,0,3
2009,21190,PIT,0,3,3,0,0,6
2009,21190,TBL,0,0,4,0,0,4
2009,21191,CHI,0,3,1,0,0,4
2009,21191,NSH,1,0,1,0,0,2
2009,21192,DAL,0,0,1,0,0,1
2009,21192,MIN,1,2,0,0,0,3
2009,21193,EDM,0,1,0,0,0,1
2009,21193,LAK,2,0,0,0,0,2
2009,21194,CGY,0,1,0,0,0,1
2009,21194,VAN,1,1,2,0,0,4
2009,21195,PHX,1,0,0,0,0,1
2009,21195,STL,1,3,1,0,0,5
2009,21196,COL,0,0,0,0,0,0
2009,21196,SJS,0,0,0,0,1,1
2009,21197,BUF,0,1,2,0,0,3
2009,21197,TOR,1,0,0,0,0,1
2009,21198,CHI,2,1,0,0,0,3
2009,21198,CBJ,0,2,1,0,1,4
2009,21199,BOS,1,2,1,1,0,5
2009,21199,MTL,0,4,0,0,0,4
2009,21200,NYR,2,0,0,0,0,2
2009,21200,PHI,0,1,0,0,0,1
2009,21201,BUF,1,3,1,0,0,5
2009,21201,CAR,0,0,1,0,0,1
2009,21202,ATL,1,0,1,0,0,2
2009,21202,FLA,0,1,2,0,0,3
2009,21203,NJD,0,2,0,0,1,3
2009,21203,OTT,1,0,1,0,0,2
2009,21204,NYI,1,0,0,0,0,1
2009,21204,PIT,1,2,3,0,0,6
2009,21205,TBL,1,0,1,0,0,2
2009,21205,WSH,1,2,1,0,0,4
2009,21206,DET,1,1,1,0,0,3
2009,21206,NSH,0,1,2,0,1,4
2009,21207,COL,0,1,1,0,0,2
2009,21207,DAL,0,0,2,0,1,3
2009,21208,LAK,0,0,0,0,0,0
2009,21208,VAN,0,1,0,0,0,1
2009,21209,PHX,2,1,1,0,0,4
2009,21209,SJS,0,0,1,0,0,1
2009,21210,MIN,2,3,3,0,0,8
2009,21210,NSH,1,1,2,0,0,4
2009,21211,CBJ,0,1,0,0,0,1
2009,21211,STL,2,1,0,0,0,3
2009,21212,CGY,0,0,1,0,0,1
